square_footage,bedrooms,bathrooms,price_thousands
1132,1,1.8,299
1821,3,2.2,261
1488,2,2.0,279
2181,4,3.5,749
1353,2,1.5,199
1247,3,2.2,572
1964,3,2.2,365
1572,2,2.0,662
2092,6,4.5,927
1546,2,2.0,234
1116,1,1.2,363
2051,4,3.0,504
1440,2,2.0,417
2108,6,5.5,618
1888,2,2.5,362
1899,3,2.8,527
1903,2,2.0,453
1678,2,2.0,366
1499,2,1.5,207
2003,5,4.2,456
764,1,1.8,138
949,1,1.2,223
1179,1,1.0,253
1639,3,3.2,422
1809,3,2.8,459
2574,5,4.8,509
987,2,1.5,238
1833,3,2.8,512
1610,3,3.2,374
1944,3,3.2,332
1687,2,1.5,218
1807,3,2.2,396
1911,3,3.2,394
902,1,1.2,164
1507,3,2.8,215
2977,1,2.5,539
1629,2,1.5,536
1130,2,1.5,287
1619,3,2.8,264
3954,6,5.0,651
1040,2,2.0,299
1456,3,3.2,401
1235,3,2.8,687
2038,5,3.8,500
1384,3,2.2,414
1016,2,1.5,291
2021,6,4.5,509
1974,3,2.2,545
1287,3,2.8,440
2014,6,5.5,420
1934,2,2.0,353
1286,3,3.2,370
1005,6,7.5,1110
1967,2,1.5,399
905,2,2.5,225
1181,2,2.0,353
1755,2,2.0,365
1369,2,2.0,372
2654,1,1.0,426
1635,3,3.2,453
1878,3,2.2,520
1200,2,2.0,255
1978,3,2.8,340
1880,3,2.2,362
2039,6,5.5,510
1235,2,2.5,351
1323,3,2.8,510
1387,3,3.2,288
1329,3,2.2,367
1457,2,2.5,362
1541,3,2.8,428
1783,2,2.5,402
1596,2,1.5,332
1180,1,1.2,283
993,1,1.8,299
1707,2,2.5,416
1724,2,1.5,355
1162,2,2.5,344
1412,2,2.0,409
1801,3,2.8,482
1339,3,2.8,374
1310,3,2.8,613
1026,5,6.5,465
1617,3,2.8,474
856,6,4.5,407
2005,4,4.0,402
2159,5,3.8,378
904,5,1.0,255
929,1,1.0,220
1079,2,2.0,311
2175,6,5.0,732
1962,2,2.0,436
1705,2,2.5,439
2030,5,4.2,822
1289,3,2.8,366
1290,2,2.0,385
1194,2,2.5,265
1366,2,1.5,524
1227,2,1.5,405
1826,3,3.2,517
1152,2,2.5,493
1532,3,2.2,556
1049,2,1.5,328
1063,1,1.0,185
1174,2,2.0,377
2129,5,4.2,474
1803,2,2.0,339
1659,3,2.2,615
1126,1,1.2,222
1626,2,2.5,315
1173,2,2.5,223
1326,2,2.0,315
1685,2,2.5,357
2027,5,4.8,609
2007,6,5.0,520
2175,5,4.8,919
1840,3,3.2,549
1047,2,2.0,270
1169,1,1.2,292
1996,3,2.2,585
1062,1,1.2,143
1339,3,2.2,396
2072,5,4.8,815
1295,3,2.8,438
1259,2,2.0,275
1572,3,2.8,677
1174,1,1.2,290
1047,1,1.2,339
1689,3,3.2,260
1790,3,2.8,534
1678,3,2.2,419
1240,2,2.0,215
2012,6,5.0,747
2191,6,5.5,930
1852,2,2.5,307
1103,1,1.2,115
1621,2,2.0,310
2101,5,4.8,617
1302,3,3.2,338
1416,2,2.5,387
1783,2,1.5,607
1586,2,2.5,402
1114,2,1.5,253
951,1,1.2,148
1214,3,2.8,545
1703,2,2.5,574
1730,2,2.5,796
1008,6,4.5,442
1394,3,3.2,518
1001,1,1.2,314
2080,6,5.0,391
1641,3,3.2,385
1364,3,2.2,409
1307,3,3.2,536
1092,1,1.2,165
2075,5,4.2,600
1491,3,2.8,582
985,1,1.0,269
1532,2,2.5,426
1139,2,2.0,243
1014,1,1.0,322
1014,1,1.2,348
1603,2,1.5,512
1721,2,1.5,409
871,1,1.0,182
2032,6,5.5,723
2058,5,4.2,319
1131,1,1.0,295
933,1,1.2,217
1415,3,2.2,480
1588,2,1.5,369
1095,1,1.2,176
1262,2,2.5,274
1677,2,1.5,231
1401,2,2.0,301
1512,3,2.8,399
1510,2,1.5,341
1627,2,2.0,428
2015,5,4.8,953
1063,2,2.0,356
1130,1,1.8,227
2030,4,4.0,673
1686,2,1.5,238
1856,2,1.5,416
2142,6,5.5,621
1849,3,2.2,276
1386,3,3.2,375
2057,6,4.5,504
1585,2,2.5,242
3681,1,1.2,465
1630,2,2.0,524
1791,2,2.5,302
1982,3,3.2,404
1814,2,1.5,400
983,1,1.0,160
2006,6,5.5,539
1210,2,2.5,309
1462,2,2.0,316
902,1,1.2,207
1842,3,2.8,222
1588,2,2.5,321
1114,2,2.0,268
1721,2,1.5,366
1564,2,2.0,274
1259,3,2.2,520
1750,3,2.2,611
1221,2,1.5,246
1904,3,2.2,673
1541,3,2.8,435
3239,1,1.8,712
1873,2,2.0,323
1180,2,1.5,296
2079,5,4.2,837
1014,2,1.5,350
1515,2,2.0,372
2073,6,5.5,697
2043,4,3.5,884
1256,2,2.5,257
1723,2,1.5,401
1986,2,1.5,312
2831,1,1.8,453
1142,1,1.8,324
1235,2,1.5,380
1073,1,1.2,314
1732,2,2.5,352
1546,3,3.2,543
2050,5,3.8,647
1653,2,1.5,313
1768,3,3.2,667
993,2,1.5,236
3556,1,1.0,1149
1158,1,1.2,236
1590,3,2.2,428
2060,4,3.5,729
1442,2,1.5,336
1126,2,1.5,287
2752,6,5.5,1123
1771,2,2.0,416
1929,2,2.5,651
1401,3,3.2,449
1809,3,3.2,475
925,2,2.5,448
930,2,2.0,186
1655,3,2.8,414
953,1,1.8,241
1771,2,2.5,510
1674,3,2.8,345
997,2,2.5,239
2179,4,3.5,819
1586,2,2.5,614
1570,2,1.5,267
1533,2,2.5,384
2102,6,4.5,735
1356,2,2.0,301
972,2,2.0,255
1347,2,2.5,489
1539,2,2.5,363
1008,2,2.5,262
2017,6,4.5,793
1636,2,1.5,371
1011,1,1.2,178
1183,1,1.0,405
1258,2,2.5,371
1200,3,3.2,474
933,2,2.0,246
2102,6,4.5,403
2126,6,4.5,720
1068,1,1.2,261
1582,2,2.0,416
1619,2,1.5,310
950,1,1.2,193
2116,6,4.5,694
1107,2,2.0,293
1109,2,2.5,360
2132,5,3.8,799
1560,3,2.8,254
1251,2,2.5,274
1502,3,2.8,559
1304,3,2.8,304
937,1,1.0,217
1718,3,2.8,756
1399,3,2.2,408
1446,2,1.5,324
1651,2,1.5,344
1407,3,2.8,524
1334,3,2.8,591
902,1,1.0,204
1249,3,2.2,263
1778,3,3.2,648
1095,2,2.0,477
1920,3,2.8,364
1992,2,2.5,425
1501,3,2.8,433
1822,3,2.2,331
1502,3,2.2,355
941,1,1.8,124
1478,3,2.8,400
1514,3,2.2,371
3986,1,2.5,345
1552,2,2.0,453
926,1,1.8,293
2020,5,4.8,615
1544,3,2.8,529
1496,2,2.0,264
1760,3,2.2,718
1542,2,1.5,332
1261,3,3.2,490
1076,2,2.0,379
1515,3,2.2,535
1207,3,2.2,325
1089,1,1.0,293
1929,3,2.8,441
1031,2,2.5,294
2141,4,3.0,624
1951,3,3.2,517
1620,3,2.8,481
1711,3,2.2,261
1851,2,2.0,617
1737,2,1.5,474
1826,3,3.2,326
1899,2,2.5,593
1334,3,3.2,410
1318,2,1.5,474
957,1,1.2,275
1125,2,2.5,282
1435,3,2.8,433
2032,4,3.5,462
2087,5,3.8,526
1682,2,2.5,428
1128,2,2.0,208
917,2,2.5,197
1048,2,1.5,245
2116,5,4.8,562
970,1,1.0,288
1198,2,2.0,214
1858,2,1.5,359
1287,3,3.2,256
998,2,1.5,253
1230,2,2.0,393
1035,1,1.0,255
1469,2,2.5,378
533,7,6.2,697
1126,2,2.5,271
2151,6,5.5,738
1197,2,2.5,190
1386,3,2.2,438
1363,3,3.2,290
1882,2,2.5,292
1477,2,2.5,373
1503,2,2.0,226
2039,4,3.0,535
1540,3,2.2,430
1266,3,2.2,520
1935,3,3.2,404
3279,5,4.8,449
1929,2,2.5,634
1555,3,2.8,477
1850,2,1.5,324
1875,2,1.5,404
1653,2,2.0,278
1409,3,3.2,335
2174,6,5.0,757
1200,3,2.8,357
1089,1,1.2,201
923,1,1.2,207
1792,2,2.0,368
2093,5,3.8,625
1677,2,2.0,392
1395,2,2.5,495
916,1,1.2,253
1883,2,2.5,428
2892,1,2.5,337
3311,7,5.8,604
2117,5,4.2,983
1614,2,1.5,501
2093,4,3.0,491
1096,2,2.0,310
1148,2,2.5,258
2072,6,5.5,403
1383,3,2.8,433
1095,1,1.2,206
1368,3,2.8,278
2041,6,5.0,707
2024,6,4.5,624
1598,2,2.0,452
2077,6,5.5,651
974,1,1.2,241
2192,5,3.8,585
1747,3,2.8,318
1088,1,1.0,185
1647,3,2.2,475
1415,2,1.5,358
1957,3,3.2,711
926,2,2.0,395
1031,1,1.0,147
979,1,1.8,267
505,5,4.8,365
1054,2,2.5,299
1833,3,2.8,530
1545,2,2.5,474
2033,6,4.5,602
1574,3,3.2,598
1637,3,2.8,426
1167,2,1.5,292
1143,2,2.0,230
2137,4,3.5,605
1895,2,1.5,622
2030,5,4.2,534
1096,2,2.0,345
1853,3,3.2,546
1684,3,3.2,355
1152,2,2.5,212
1975,3,2.2,628
1394,2,1.5,345
3492,7,5.8,527
1840,2,2.5,620
1056,2,2.5,249
1578,3,2.2,441
1460,3,2.8,516
1840,2,1.5,403
1428,2,2.5,236
952,1,1.8,148
1426,3,2.8,336
550,6,5.5,178
1112,2,2.5,283
1416,3,2.8,338
926,2,2.5,252
1018,2,2.0,220
1810,2,1.5,684
1219,3,2.8,479
1118,2,2.0,283
1507,2,2.5,398
998,2,1.5,396
2163,5,4.2,560
1615,2,1.5,513
2018,6,5.0,673
1426,2,1.5,428
1450,3,2.2,580
2131,5,3.8,720
1728,3,2.8,500
1677,3,2.2,325
1053,5,3.8,455
1369,3,3.2,404
2112,6,5.0,658
1918,3,2.2,452
1716,2,2.5,450
1142,1,1.8,309
1920,3,3.2,711
1502,2,2.0,264
974,1,1.2,297
1727,2,2.0,470
2088,5,4.8,1012
1540,2,1.5,248
1206,3,2.2,278
1457,2,2.5,440
1824,3,3.2,382
1315,2,2.0,317
1599,2,2.0,631
1294,2,2.5,325
1405,3,3.2,427
1485,2,1.5,403
1482,3,2.8,226
1992,2,2.0,300
1099,2,1.5,364
1379,2,1.5,267
2096,6,5.5,721
909,1,1.2,128
1935,2,2.5,332
913,1,2.5,192
1027,2,1.5,202
1443,2,2.0,335
1750,3,2.2,590
1539,3,3.2,375
1329,3,2.2,406
2036,4,4.0,438
2083,5,3.8,707
1581,3,3.2,403
1472,2,1.5,180
1411,2,2.0,367
1409,2,2.0,503
2014,4,4.0,494
1103,2,1.5,337
1238,3,2.8,384
1768,2,2.5,367
1986,2,1.5,581
1304,3,3.2,456
1450,3,3.2,315
2173,4,3.5,359
1342,2,2.0,372
1220,2,2.5,424
1354,3,3.2,450
1622,3,2.2,516
1790,3,3.2,729
1538,3,2.8,449
1735,3,2.2,421
2094,6,4.5,674
1572,2,1.5,307
1838,3,2.8,701
1854,2,2.5,500
966,1,1.2,154
1349,2,1.5,423
1174,2,2.5,309
1699,3,2.8,557
1619,3,2.8,464
923,1,1.8,172
3698,7,5.2,644
1735,3,2.2,555
1917,3,2.2,500
1870,2,2.0,511
1790,2,1.5,455
1896,2,2.0,385
1109,1,1.8,225
2121,4,4.0,630
2052,6,5.5,413
2157,5,4.2,791
2039,5,4.8,804
1265,3,2.8,265
1325,3,2.8,385
1921,2,1.5,398
1656,3,2.2,521
1999,3,2.8,613
2102,5,4.2,479
805,1,1.2,358
1024,1,1.8,273
1129,2,2.5,385
1611,3,2.8,412
2158,6,5.5,1152
1005,1,1.8,214
1172,1,1.2,164
1798,2,1.5,519
1252,2,2.5,243
1300,3,2.2,440
1415,2,1.5,355
1454,2,2.0,490
3499,6,1.0,681
1463,3,2.8,383
1612,3,2.2,286
2198,6,4.5,624
1469,2,2.0,274
1472,3,2.8,540
1452,3,2.2,200
1504,2,2.5,265
1212,2,2.0,246
1292,2,2.5,422
2187,6,5.0,793
1565,2,2.5,400
1786,3,3.2,744
995,2,2.0,222
1345,2,2.5,338
1155,1,1.8,435
1365,2,2.5,476
1492,3,3.2,334
2167,5,3.8,645
1104,1,1.2,176
1331,3,3.2,468
1961,2,1.5,578
943,6,5.5,617
2188,4,4.0,395
1004,2,1.5,354
951,2,1.5,252
975,2,2.0,205
2083,6,5.0,627
1096,2,1.5,162
1861,2,2.0,674
1625,3,3.2,333
1205,2,2.0,271
1613,2,2.0,354
1773,2,2.0,493
1689,2,2.5,537
1729,3,2.2,342
1987,2,1.5,461
1247,3,3.2,418
1070,1,1.0,162
1803,2,2.5,363
1871,3,2.8,474
842,1,1.2,218
1985,3,2.2,395
1582,3,2.2,373
1907,3,2.2,495
916,2,2.0,229
2118,6,4.5,689
1777,2,2.5,460
1248,2,2.5,494
1987,3,2.8,449
1989,2,2.5,741
1887,2,1.5,346
1406,2,1.5,316
2079,4,3.5,586
972,2,1.5,275
1946,2,2.5,436
603,6,7.5,284
948,1,1.2,312
1705,2,2.5,375
1201,3,3.2,396
1944,3,2.2,423
1483,3,2.8,518
971,6,4.5,818
1518,3,2.8,281
1889,3,3.2,400
1029,1,1.8,296
1206,2,2.5,418
1080,2,2.5,385
1054,2,2.5,335
1576,2,2.0,270
1369,3,2.2,366
1286,3,3.2,302
1347,3,3.2,629
1419,2,2.5,507
1831,3,3.2,437
937,1,1.2,220
1364,3,2.2,353
1328,3,2.8,249
1551,2,2.5,323
1912,2,1.5,334
1281,2,2.5,389
1210,2,2.5,311
1355,3,3.2,290
2171,6,4.5,811
1168,2,2.0,247
1835,2,1.5,311
1126,1,1.0,221
987,1,1.8,193
1221,3,3.2,455
1095,1,1.2,188
1623,3,3.2,413
1953,2,2.0,519
1510,2,1.5,339
909,1,1.2,156
1340,3,2.8,345
1375,3,2.8,440
1783,3,2.8,497
2016,5,4.8,775
1960,3,2.2,525
1431,3,3.2,429
1649,2,1.5,317
1450,3,3.2,612
1355,2,2.0,221
1026,2,2.5,289
916,1,1.0,173
1498,3,3.2,575
1920,2,2.0,482
1695,2,2.5,378
2048,5,3.8,808
1691,3,2.2,485
1908,3,2.8,451
1213,3,3.2,591
1149,1,1.8,283
1974,2,2.0,645
1750,2,2.5,249
1709,2,2.0,504
1590,2,1.5,428
1224,3,2.2,302
1901,3,2.8,525
990,1,1.8,200
1339,2,2.5,393
1811,2,2.5,375
1180,2,2.5,468
1927,3,3.2,451
1696,2,1.5,354
1663,3,2.2,360
1599,2,2.0,322
1716,3,2.2,429
1305,2,2.5,373
1587,3,2.8,324
1622,3,3.2,353
2153,5,3.8,546
1564,2,2.5,442
1606,2,1.5,369
1614,2,1.5,206
639,5,4.2,503
1318,3,2.8,394
1323,3,2.8,351
1515,3,2.2,432
1399,2,2.5,266
1204,3,2.8,384
1163,1,1.8,320
1348,2,1.5,307
2122,4,4.0,597
1171,2,2.0,469
2120,5,4.2,834
1679,3,2.8,686
957,1,1.8,180
1362,2,2.5,435
1325,3,2.8,676
2171,5,3.8,857
2186,4,4.0,678
975,1,1.8,247
941,2,1.5,290
1555,2,2.5,553
1700,2,1.5,289
1767,3,2.8,462
1603,3,2.2,440
1876,2,1.5,273
1837,2,2.0,398
1647,3,2.2,422
1549,2,1.5,284
1917,3,3.2,511
1694,3,3.2,405
2002,6,5.5,506
3567,6,4.5,1103
1396,2,1.5,299
2775,1,1.2,793
1936,2,1.5,326
1722,2,2.5,410
517,6,5.5,387
512,1,1.2,128
1205,2,2.5,402
1114,2,2.0,182
2087,6,4.5,770
1720,3,3.2,636
1002,1,1.8,317
1864,3,2.2,374
1925,3,2.8,475
1567,2,2.0,279
1076,2,1.5,220
627,7,6.2,512
1292,3,2.8,364
2170,6,4.5,514
1948,3,2.8,506
1072,2,1.5,342
1569,3,3.2,560
1965,2,1.5,281
1581,2,2.5,349
1876,3,2.2,480
3164,1,2.5,553
1061,2,2.0,329
2072,6,4.5,725
1749,3,3.2,455
1970,3,2.2,596
1543,3,2.2,311
1553,2,1.5,328
1478,2,2.5,424
1945,2,2.0,522
2133,5,3.8,431
2150,4,4.0,639
1745,3,2.2,260
1790,2,1.5,502
1745,3,3.2,603
2195,6,5.0,873
987,2,2.0,200
940,1,1.2,269
1078,2,1.5,158
2031,6,5.5,435
2182,5,3.8,577
1352,3,2.8,683
1330,3,3.2,430
1749,3,2.8,571
1722,2,2.5,641
1587,3,3.2,468
1079,2,2.5,333
1555,2,1.5,444
1097,1,1.8,237
1717,3,3.2,440
1826,2,2.0,536
2027,4,4.0,419
1653,3,2.8,347
1881,3,2.2,239
1396,3,3.2,490
1518,3,2.8,414
1987,2,2.0,299
924,1,1.0,361
905,1,1.0,279
2062,6,5.5,1165
1228,3,2.8,455
1488,2,2.0,432
2802,1,1.0,298
1156,2,2.0,214
1255,3,2.2,317
1076,2,1.5,357
1639,2,2.0,287
1401,3,2.2,292
1617,3,2.8,457
1291,3,2.8,397
1632,3,2.8,772
1248,2,1.5,284
1880,2,2.0,396
938,2,1.5,162
1765,3,2.8,445
1408,3,3.2,525
1954,2,1.5,406
1647,3,2.2,464
2169,5,4.8,633
1765,3,3.2,453
1032,2,1.5,276
1574,3,2.2,258
957,2,2.0,339
1687,2,1.5,421
902,1,1.0,229
1998,3,2.2,830
1089,6,1.0,1055
1701,3,3.2,280
1423,3,3.2,306
1907,2,1.5,474
1186,2,1.5,348
1607,3,3.2,302
1052,1,1.8,261
1485,3,2.2,439
1235,3,2.8,521
1740,3,2.8,301
2083,6,4.5,982
1967,2,1.5,422
2149,6,4.5,995
2125,5,3.8,677
1689,3,2.8,374
1750,3,2.8,785
1612,2,2.5,433
1136,2,1.5,306
1232,2,2.0,292
1008,1,1.8,259
1428,3,2.2,392
1729,3,2.8,630
2065,4,3.5,481
2106,6,5.0,595
1538,2,1.5,419
1818,3,2.8,784
1807,2,2.5,459
2012,5,3.8,488
1528,2,1.5,256
1759,2,2.5,502
1779,3,2.8,382
1475,3,2.2,465
1570,3,2.8,532
1738,3,3.2,659
1758,3,3.2,458
1337,2,2.0,455
3517,5,6.5,1481
985,1,1.8,440
1768,3,2.2,351
817,6,4.5,403
1021,2,2.5,251
922,1,1.2,250
1606,2,2.0,436
1623,3,2.8,414
1128,2,2.5,391
1841,2,2.5,427
1439,3,2.8,398
1697,3,2.8,427
989,1,1.2,189
1302,2,1.5,283
1312,2,1.5,212
1982,3,3.2,464
937,2,2.5,257
1977,2,2.5,455
1776,2,2.0,425
1435,2,2.5,391
1915,2,2.0,524
1630,2,1.5,452
2031,6,5.0,966
1082,2,2.0,309
2095,6,5.5,607
902,1,1.0,216
1515,3,2.2,263
949,2,2.0,455
1025,2,2.5,369
1667,2,1.5,472
1150,2,1.5,335
1471,3,3.2,542
1782,2,2.5,574
1202,2,2.5,447
1566,2,2.0,362
1746,3,2.8,460
1222,3,2.2,474
1623,3,3.2,490
1758,2,1.5,468
917,2,1.5,302
723,5,4.8,452
1624,3,2.2,467
1093,1,1.0,296
913,1,1.0,175
2074,4,4.0,370
1135,1,1.8,246
1227,3,3.2,305
2198,5,4.8,533
1738,2,2.0,475
1619,2,1.5,471
961,2,2.5,238
1013,1,1.0,273
1758,2,1.5,560
1443,3,2.8,550
1729,2,2.0,272
950,2,1.5,213
1830,2,1.5,403
1288,3,3.2,367
2149,5,4.8,775
1146,2,2.0,245
1938,2,2.0,349
1508,3,3.2,332
1326,2,2.0,328
1924,2,1.5,419
1144,1,1.0,304
1572,2,2.5,438
1510,2,2.0,302
1498,3,2.2,466
1061,2,2.5,262
1710,3,2.8,369
1240,3,2.8,376
1763,3,2.8,381
1177,1,1.0,257
1665,2,1.5,406
1929,3,3.2,442
1115,1,1.8,251
1738,3,3.2,737
1283,2,2.0,496
2129,4,3.5,337
2106,4,4.0,547
995,2,2.0,207
1328,3,2.2,425
1373,3,2.2,359
1233,3,2.8,443
2036,6,5.5,588
1382,3,2.2,445
1843,2,2.0,356
1519,3,2.2,239
1477,3,2.8,318
2025,6,5.0,658
3436,6,5.5,410
1368,3,2.2,459
1327,3,3.2,301
2032,4,3.5,550
1009,1,1.2,250
1506,2,2.5,480
1888,3,2.2,346
1203,2,2.0,388
1524,3,2.8,503
1120,2,2.0,319
1514,3,2.2,541
1510,2,1.5,312
1130,2,2.5,419
1103,1,1.0,273
1137,1,1.2,198
1130,2,2.0,329
1927,2,2.0,478
1124,2,2.5,442
1275,2,1.5,394
1866,3,3.2,558
2191,4,4.0,744
1238,2,2.0,370
2125,6,5.0,846
1815,3,2.2,265
1249,3,3.2,208
955,2,2.0,280
1581,3,3.2,429
1045,2,2.0,262
1188,2,2.5,231
1892,2,2.0,464
2058,5,4.8,899
1148,1,1.2,283
1858,3,2.2,723
1744,3,2.8,409
2097,5,4.2,1001
1594,3,2.8,490
1422,3,3.2,502
1389,3,2.2,407
1219,3,3.2,408
1339,3,3.2,379
1485,2,1.5,224
2084,6,5.5,945
1931,3,2.2,538
1594,2,2.5,350
1224,2,2.0,276
1113,2,2.0,337
946,1,1.2,161
1822,3,2.8,499
1104,1,1.0,165
1105,2,1.5,389
1920,2,2.0,303
1976,3,3.2,575
1555,2,2.5,329
1355,3,2.8,447
1029,2,2.0,201
931,2,2.0,168
1906,2,1.5,529
1121,2,2.0,284
1519,3,2.2,450
1305,2,1.5,218
1111,1,1.2,242
1213,3,2.2,464
1071,1,1.0,288
1642,2,1.5,292
1742,2,1.5,413
994,2,1.5,247
1679,2,2.5,478
1384,3,2.2,449
907,1,1.2,150
1429,3,2.2,474
1312,3,3.2,527
1212,3,2.2,410
984,2,2.5,294
1808,2,2.5,377
914,2,2.0,252
1975,2,1.5,365
1213,3,2.8,221
1311,2,2.5,575
1080,2,2.0,288
2058,6,5.5,729
1067,2,2.0,357
1587,2,2.0,210
923,2,1.5,371
1105,1,1.0,292
1163,2,1.5,182
1430,2,2.5,311
1894,3,3.2,496
1661,2,2.0,364
2076,6,4.5,909
2042,5,4.8,582
1183,1,1.8,250
1160,1,1.8,319
1927,2,2.0,260
1877,2,2.0,472
1257,3,2.8,390
1742,2,1.5,335
1345,2,2.0,250
1239,3,3.2,354
1041,2,1.5,234
1455,2,2.0,227
3363,1,1.2,513
1368,3,3.2,412
1145,1,1.2,283
1712,2,1.5,519
1588,2,2.0,323
1632,3,2.2,309
940,1,1.8,332
1740,3,2.8,354
1699,3,2.2,326
1346,3,2.2,204
1090,1,1.2,204
2053,5,4.2,507
1503,2,1.5,381
1392,3,2.8,403
1548,3,2.2,661
1087,2,1.5,262
1755,3,2.8,489
3964,1,1.8,577
2183,5,4.8,653
1230,3,3.2,346
1031,1,1.2,238
2136,5,4.8,452
3833,6,5.5,707
1431,3,2.8,482
2002,4,3.5,531
1953,2,2.0,582
2109,6,4.5,546
922,1,1.0,195
3072,1,1.2,293
1465,2,1.5,216
1473,3,2.2,289
1481,2,2.0,304
1933,2,2.0,490
2065,4,4.0,513
985,1,1.2,108
3732,5,4.2,681
1807,2,2.0,531
2101,6,4.5,717
988,2,2.0,445
1041,2,1.5,338
1054,1,1.8,289
1811,2,1.5,498
1814,2,1.5,449
1786,3,2.8,707
1784,2,2.0,285
1268,3,3.2,349
1261,3,3.2,373
935,2,1.5,233
1330,3,3.2,478
1963,3,3.2,536
1309,3,2.2,217
1940,3,3.2,319
993,1,1.0,329
1650,3,3.2,488
1902,2,2.0,602
1498,2,2.0,408
2154,6,4.5,817
1527,3,2.2,367
1571,3,2.2,552
1916,3,3.2,436
1752,2,2.0,531
1167,2,2.0,369
1400,3,3.2,410
2149,6,5.5,854
1607,3,3.2,367
1027,2,2.5,400
989,2,1.5,304
2121,6,5.0,552
3235,1,1.0,874
1178,1,1.2,151
1866,3,3.2,763
1962,3,3.2,421
2026,4,3.5,403
1512,3,3.2,279
1795,3,2.8,407
2198,4,3.5,692
993,1,1.0,171
1901,3,2.8,297
1126,1,1.2,171
1994,2,2.0,405
1177,2,2.5,218
1619,3,2.8,456
1157,2,2.0,241
1870,3,2.8,742
1888,2,1.5,259
911,1,1.8,285
1641,2,2.0,280
1591,3,2.8,527
1212,3,2.2,290
933,1,1.2,135
2041,5,3.8,618
1037,1,1.8,206
1344,2,1.5,298
1149,1,1.8,311
1947,3,2.2,522
1445,2,2.0,321
2651,6,7.5,1107
2028,4,3.0,496
1578,3,3.2,379
589,1,1.0,263
1419,2,2.0,348
1238,3,3.2,358
1994,2,1.5,495
1628,2,2.5,219
1856,2,1.5,374
1145,1,1.2,224
2182,5,4.2,654
1394,3,2.2,344
2153,5,4.8,552
1643,3,2.8,436
1513,3,3.2,503
1678,3,2.8,438
2061,4,3.5,433
1930,2,2.0,425
2040,4,4.0,702
1995,3,3.2,569
2114,5,3.8,479
1728,3,3.2,414
1041,1,1.8,199
2004,6,5.5,926
1659,2,1.5,388
940,1,1.2,185
1042,1,1.8,254
1001,1,1.0,214
1564,3,2.2,502
1442,3,2.2,541
1129,1,1.2,237
1418,3,2.8,463
1034,2,1.5,403
1017,2,2.5,296
1428,2,2.5,541
953,1,1.2,170
1210,2,1.5,190
1821,2,2.0,388
1495,3,3.2,349
2684,1,1.0,735
1744,3,2.8,436
2085,6,5.5,759
1273,3,2.2,233
907,6,5.0,392
2050,5,4.8,647
2063,4,4.0,318
1774,2,2.5,427
1674,3,3.2,455
942,2,2.0,264
1248,2,1.5,387
1051,2,1.5,318
963,1,1.2,305
1119,1,1.8,296
1804,3,3.2,308
1505,3,3.2,765
947,1,1.0,288
1500,2,2.0,400
1035,2,2.0,172
1158,2,2.5,290
1765,2,2.0,370
1539,2,2.0,307
1515,2,1.5,345
1614,3,2.2,370
2199,6,5.0,742
1917,3,2.2,494
1029,2,1.5,344
1062,1,1.2,305
1800,2,2.5,340
2167,6,5.5,459
2794,5,4.2,528
1096,5,1.0,163
1941,3,3.2,404
1318,2,1.5,436
2164,5,3.8,823
1340,2,1.5,463
1090,1,1.8,187
1769,2,2.0,415
1639,3,2.2,610
1664,2,1.5,472
1253,2,1.5,252
1070,2,2.5,205
1182,2,2.0,380
1922,3,3.2,505
2090,4,4.0,440
2110,5,4.8,812
901,6,4.5,357
1952,2,1.5,310
1341,3,2.2,272
744,1,1.0,246
936,1,1.8,180
1745,3,2.2,311
929,2,2.5,264
3668,7,8.5,705
913,2,2.5,352
1847,3,2.8,425
1926,3,3.2,714
2014,5,4.8,601
1546,2,1.5,468
1028,1,1.2,174
905,2,2.5,384
1841,3,2.8,438
1172,2,1.5,241
744,1,1.8,433
1574,2,1.5,336
1918,3,3.2,565
1850,2,2.5,535
1498,2,2.5,467
1816,2,2.0,477
1635,3,2.8,404
1205,2,2.0,314
1071,1,1.8,205
1084,1,1.8,318
1156,2,2.5,181
1342,2,1.5,202
2175,6,5.0,1370
1059,2,2.0,288
1226,3,3.2,296
1096,2,2.5,353
1667,3,2.2,377
2161,4,3.5,728
2149,6,4.5,596
2010,6,5.5,1072
904,2,2.5,423
1311,2,1.5,515
1224,2,1.5,380
635,7,8.5,399
1217,3,2.8,245
916,1,1.8,176
1996,2,2.0,718
1871,3,2.2,529
1532,3,3.2,255
1688,3,2.8,476
966,2,2.5,309
1257,2,1.5,289
1453,3,2.8,601
1684,2,2.5,626
1781,3,3.2,409
1209,2,2.0,249
1482,3,2.8,319
2137,5,3.8,451
1232,3,2.2,372
1547,3,2.2,431
1640,3,2.2,427
1880,2,2.0,477
1495,2,2.0,328
1529,3,2.2,362
1618,3,2.8,502
699,6,4.5,374
1546,2,1.5,416
983,1,1.8,243
1993,3,3.2,566
934,1,1.0,258
2039,6,5.5,638
2002,6,5.0,835
1753,3,2.2,557
1934,3,3.2,312
1727,3,2.2,566
1839,2,2.0,384
1539,2,1.5,239
1155,1,1.0,225
1388,2,2.5,242
1378,3,2.8,278
2074,6,4.5,761
2138,4,3.0,312
1032,1,1.8,239
1285,2,2.0,575
1142,2,1.5,210
987,6,5.5,376
3974,1,1.8,436
1268,2,1.5,324
